"","kegg_code","scientific_name","common_name"
"6258","celz","Cellulomonas shaoxiangyii","Cellulomonas shaoxiangyii"
"6259","cej","Cellulomonas sp. JZ18","Cellulomonas sp. JZ18"
"6260","celh","Cellulomonas sp. H30R-01","Cellulomonas sp. H30R-01"
"6261","cira","Cellulomonas iranensis","Cellulomonas iranensis"
"6262","oek","Oerskovia sp. KBS0722","Oerskovia sp. KBS0722"
"6263","psei","Pseudactinotalea sp. HY158","Pseudactinotalea sp. HY158"
"6264","ica","Intrasporangium calvum","Intrasporangium calvum"
"6265","ars","Arsenicicoccus sp. oral taxon 190","Arsenicicoccus sp. oral taxon 190"
"6266","jte","Janibacter indicus","Janibacter indicus"
"6267","jli","Janibacter limosus","Janibacter limosus"
"6268","jme","Janibacter melonis","Janibacter melonis"
"6269","teh","Tetrasphaera sp. HKS02","Tetrasphaera sp. HKS02"
"6270","phw","Phycicoccus sp. HDW14","Phycicoccus sp. HDW14"
"6271","pei","Phycicoccus endophyticus","Phycicoccus endophyticus"
"6272","serj","Serinicoccus hydrothermalis","Serinicoccus hydrothermalis"
"6273","serw","Ornithinimicrobium pratense","Ornithinimicrobium pratense"
"6274","orn","Ornithinimicrobium avium","Ornithinimicrobium avium"
"6275","orz","Ornithinimicrobium ciconiae","Ornithinimicrobium ciconiae"
"6276","bly","Brevibacterium linens BS258","Brevibacterium linens BS258"
"6277","blin","Brevibacterium aurantiacum","Brevibacterium aurantiacum"
"6278","bri","Brevibacterium sp. CS2","Brevibacterium sp. CS2"
"6279","blut","Brevibacterium luteolum","Brevibacterium luteolum"
"6280","bcau","Brevibacterium casei","Brevibacterium casei"
"6281","dco","Dermatophilus congolensis","Dermatophilus congolensis"
"6282","aus","Austwickia sp. Fred_18-Q3-R57-64_BATAC.85v2","Austwickia sp. Fred_18-Q3-R57-64_BATAC.85v2"
"6283","gez","Georgenia wutianyii","Georgenia wutianyii"
"6284","gyu","Georgenia yuyongxinii","Georgenia yuyongxinii"
"6285","halt","Ruania alkalisoli","Ruania alkalisoli"
"6286","dem","Demequina sp. TMPB413","Demequina sp. TMPB413"
"6287","pac","Cutibacterium acnes KPA171202","Cutibacterium acnes KPA171202"
"6288","pak","Cutibacterium acnes SK137","Cutibacterium acnes SK137"
"6289","pav","Cutibacterium acnes TypeIA2 P.acn17","Cutibacterium acnes TypeIA2 P.acn17"
"6290","pax","Cutibacterium acnes TypeIA2 P.acn31","Cutibacterium acnes TypeIA2 P.acn31"
"6291","paz","Cutibacterium acnes TypeIA2 P.acn33","Cutibacterium acnes TypeIA2 P.acn33"
"6292","paw","Cutibacterium acnes 266","Cutibacterium acnes 266"
"6293","pad","Cutibacterium acnes subsp. defendens ATCC 11828","Cutibacterium acnes subsp. defendens ATCC 11828"
"6294","pcn","Cutibacterium acnes 6609","Cutibacterium acnes 6609"
"6295","pacc","Cutibacterium acnes C1","Cutibacterium acnes C1"
"6296","pach","Cutibacterium acnes HL096PA1","Cutibacterium acnes HL096PA1"
"6297","pacn","Cutibacterium acnes hdn-1","Cutibacterium acnes hdn-1"
"6298","cacn","Cutibacterium acnes KCOM 1861","= ChDC B594"
"6299","pra","Cutibacterium avidum","Cutibacterium avidum"
"6300","prl","Cutibacterium modestum","Cutibacterium modestum"
"6301","cgrn","Cutibacterium granulosum","Cutibacterium granulosum"
"6302","pfr","Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1","Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1"
"6303","pfre","Propionibacterium freudenreichii subsp. freudenreichii DSM 20271","Propionibacterium freudenreichii subsp. freudenreichii DSM 20271"
"6304","pacd","Propionibacterium acidifaciens","Propionibacterium acidifaciens"
"6305","paus","Propionibacterium australiense","Propionibacterium australiense"
"6306","ppc","Pseudopropionibacterium propionicum","Pseudopropionibacterium propionicum"
"6307","arub","Arachnia rubra","Arachnia rubra"
"6308","pbo","Acidipropionibacterium acidipropionici ATCC 4875","Acidipropionibacterium acidipropionici ATCC 4875"
"6309","aaci","Acidipropionibacterium acidipropionici CGMCC 1.2230","Acidipropionibacterium acidipropionici CGMCC 1.2230"
"6310","acij","Acidipropionibacterium virtanenii","Acidipropionibacterium virtanenii"
"6311","aji","Acidipropionibacterium jensenii","Acidipropionibacterium jensenii"
"6312","mph","Microlunatus phosphovorus","Microlunatus phosphovorus"
"6313","mik","Microlunatus elymi","Microlunatus elymi"
"6314","micg","Microlunatus sp. Gsoil 973","Microlunatus sp. Gsoil 973"
"6315","tfl","Tessaracoccus flavus","Tessaracoccus flavus"
"6316","tfa","Tessaracoccus flavescens","Tessaracoccus flavescens"
"6317","tes","Tessaracoccus aquimaris","Tessaracoccus aquimaris"
"6318","tez","Tessaracoccus sp. T2.5-30","Tessaracoccus sp. T2.5-30"
"6319","tdf","Tessaracoccus defluvii","Tessaracoccus defluvii"
"6320","tla","Tessaracoccus lapidicaptus","Tessaracoccus lapidicaptus"
"6321","rain","Raineyella fluvialis","Raineyella fluvialis"
"6322","prv","Propioniciclava coleopterorum","Propioniciclava coleopterorum"
"6323","brt","Brevilactibacter sp. MC1595","Brevilactibacter sp. MC1595"
"6324","nca","Nocardioides sp. JS614","Nocardioides sp. JS614"
"6325","ndk","Nocardioides dokdonensis","Nocardioides dokdonensis"
"6326","noy","Nocardioides euryhalodurans","Nocardioides euryhalodurans"
"6327","noi","Nocardioides jishulii","Nocardioides jishulii"
"6328","noo","Nocardioides sp. S-1144","Nocardioides sp. S-1144"
"6329","ndp","Nocardioides daphniae","Nocardioides daphniae"
"6330","nsn","Nocardioides seonyuensis","Nocardioides seonyuensis"
"6331","nbe","Nocardioides baekrokdamisoli","Nocardioides baekrokdamisoli"
"6332","nano","Nocardioides anomalus","Nocardioides anomalus"
"6333","nmes","Nocardioides mesophilus","Nocardioides mesophilus"
"6334","naro","Nocardioides aromaticivorans","Nocardioides aromaticivorans"
"6335","npi","Nocardioides piscis","Nocardioides piscis"
"6336","naqu","Nocardioides aquaticus","Nocardioides aquaticus"
"6337","nro","Nocardioides rotundus","Nocardioides rotundus"
"6338","noq","Nocardioides okcheonensis","Nocardioides okcheonensis"
"6339","ncq","Nocardioides coralli","Nocardioides coralli"
"6340","psim","Pimelobacter simplex","Pimelobacter simplex"
"6341","aer","Aeromicrobium erythreum","Aeromicrobium erythreum"
"6342","aez","Aeromicrobium chenweiae","Aeromicrobium chenweiae"
"6343","aeb","Aeromicrobium sp. A1-2","Aeromicrobium sp. A1-2"
"6344","aef","Aeromicrobium yanjiei","Aeromicrobium yanjiei"
"6345","mgg","Micropruina glycogenica","Micropruina glycogenica"
"6346","muz","Mumia sp. ZJ1417","Mumia sp. ZJ1417"
"6347","kfl","Kribbella flavida","Kribbella flavida"
"6348","kqi","Kribbella qitaiheensis","Kribbella qitaiheensis"
"6349","tfu","Thermobifida fusca","Thermobifida fusca"
"6350","thao","Thermobifida halotolerans","Thermobifida halotolerans"
"6351","talx","Thermobifida alba","Thermobifida alba"
"6352","nda","Nocardiopsis dassonvillei","Nocardiopsis dassonvillei"
"6353","nal","Nocardiopsis alba","Nocardiopsis alba"
"6354","ngv","Nocardiopsis gilva","Nocardiopsis gilva"
"6355","nfe","Nocardiopsis flavescens","Nocardiopsis flavescens"
"6356","strr","Streptomonospora litoralis","Streptomonospora litoralis"
"6357","saiu","Spiractinospora alimapuensis","Spiractinospora alimapuensis"
"6358","tcu","Thermomonospora curvata","Thermomonospora curvata"
"6359","actw","Actinomadura sp. WMMB 499","Actinomadura sp. WMMB 499"
"6360","agra","Actinomadura graeca","Actinomadura graeca"
"6361","sro","Streptosporangium roseum","Streptosporangium roseum"
"6362","noa","Nonomuraea sp. ATCC 55076","Nonomuraea sp. ATCC 55076"
"6363","now","Nonomuraea nitratireducens","Nonomuraea nitratireducens"
"6364","ncx","Nonomuraea coxensis","Nonomuraea coxensis"
"6365","ngn","Nonomuraea gerenzanensis","Nonomuraea gerenzanensis"
"6366","tbi","Thermobispora bispora","Thermobispora bispora"
"6367","fra","Frankia casuarinae","Frankia casuarinae"
"6368","fre","Frankia sp. EAN1pec","Frankia sp. EAN1pec"
"6369","fri","Frankia inefficax","Frankia inefficax"
"6370","fal","Frankia alni","Frankia alni"
"6371","fsy","Candidatus Frankia datiscae","Candidatus Frankia datiscae"
"6372","ace","Acidothermus cellulolyticus","Acidothermus cellulolyticus"
"6373","nml","Nakamurella multipartita","Nakamurella multipartita"
"6374","nak","Nakamurella antarctica","Nakamurella antarctica"
"6375","gob","Geodermatophilus obscurus","Geodermatophilus obscurus"
"6376","bsd","Blastococcus saxobsidens","Blastococcus saxobsidens"
"6377","mmar","Modestobacter marinus","Modestobacter marinus"
"6378","kra","Kineococcus radiotolerans","Kineococcus radiotolerans"
"6379","sen","Saccharopolyspora erythraea","Saccharopolyspora erythraea"
"6380","sacg","Saccharopolyspora sp. ASAGF58","Saccharopolyspora sp. ASAGF58"
"6381","svi","Saccharomonospora viridis","Saccharomonospora viridis"
"6382","sacc","Saccharomonospora xinjiangensis","Saccharomonospora xinjiangensis"
"6383","amd","Amycolatopsis mediterranei U32","Amycolatopsis mediterranei U32"
"6384","amn","Amycolatopsis mediterranei S699","Amycolatopsis mediterranei S699"
"6385","amm","Amycolatopsis mediterranei S699","Amycolatopsis mediterranei S699"
"6386","amz","Amycolatopsis mediterranei RB","Amycolatopsis mediterranei RB"
"6387","aoi","Amycolatopsis keratiniphila","Amycolatopsis keratiniphila"
"6388","aja","Amycolatopsis japonica","Amycolatopsis japonica"
"6389","amq","Amycolatopsis methanolica","Amycolatopsis methanolica"
"6390","amyc","Amycolatopsis sp. AA4","Amycolatopsis sp. AA4"
"6391","amyb","Amycolatopsis sp. BJA-103","Amycolatopsis sp. BJA-103"
"6392","aab","Amycolatopsis albispora","Amycolatopsis albispora"
"6393","amyy","Amycolatopsis sp. YIM 10","Amycolatopsis sp. YIM 10"
"6394","aori","Amycolatopsis orientalis","Amycolatopsis orientalis"
"6395","aacd","Amycolatopsis acidiphila","Amycolatopsis acidiphila"
"6396","pdx","Pseudonocardia dioxanivorans","Pseudonocardia dioxanivorans"
"6397","psea","Pseudonocardia sp. AL041005-10","Pseudonocardia sp. AL041005-10"
"6398","psee","Pseudonocardia sp. EC080625-04","Pseudonocardia sp. EC080625-04"
"6399","pseh","Pseudonocardia sp. HH130629-09","Pseudonocardia sp. HH130629-09"
"6400","pseq","Pseudonocardia sp. EC080610-09","Pseudonocardia sp. EC080610-09"
"6401","pecq","Pseudonocardia sp EC080619-01","Pseudonocardia sp EC080619-01"
"6402","phh","Pseudonocardia sp. HH130630-07","Pseudonocardia sp. HH130630-07"
"6403","paut","Pseudonocardia autotrophica","Pseudonocardia autotrophica"
"6404","pbro","Pseudonocardia broussonetiae","Pseudonocardia broussonetiae"
"6405","apre","Actinosynnema pretiosum","Actinosynnema pretiosum"
"6406","ami","Actinosynnema mirum","Actinosynnema mirum"
"6407","sesp","Saccharothrix espanaensis","Saccharothrix espanaensis"
"6408","ssyi","Saccharothrix syringae","Saccharothrix syringae"
"6409","kal","Kutzneria albida","Kutzneria albida"
"6410","kphy","Kibdelosporangium phytohabitans","Kibdelosporangium phytohabitans"
"6411","led","Lentzea guizhouensis","Lentzea guizhouensis"
"6412","ahm","Actinoalloteichus hymeniacidonis","Actinoalloteichus hymeniacidonis"
"6413","acti","Actinoalloteichus sp. GBA129-24","Actinoalloteichus sp. GBA129-24"
"6414","acad","Actinoalloteichus fjordicus","Actinoalloteichus fjordicus"
"6415","ahg","Actinoalloteichus hoggarensis","Actinoalloteichus hoggarensis"
"6416","acta","Actinoalloteichus sp. AHMU CJ021","Actinoalloteichus sp. AHMU CJ021"
"6417","alo","Alloactinosynnema sp. L-07","Alloactinosynnema sp. L-07"
"6418","pmad","Prauserella marina","Prauserella marina"
"6419","sace","Allosaccharopolyspora coralli","Allosaccharopolyspora coralli"
"6420","stp","Salinispora tropica","Salinispora tropica"
"6421","saq","Salinispora arenicola","Salinispora arenicola"
"6422","mau","Micromonospora aurantiaca","Micromonospora aurantiaca"
"6423","mil","Micromonospora sp. L5","Micromonospora sp. L5"
"6424","micb","Micromonospora sp. B006","Micromonospora sp. B006"
"6425","mtua","Micromonospora tulbaghiae","Micromonospora tulbaghiae"
"6426","mich","Micromonospora sp. HM134","Micromonospora sp. HM134"
"6427","mtem","Micromonospora terminaliae","Micromonospora terminaliae"
"6428","mcab","Micromonospora carbonacea","Micromonospora carbonacea"
"6429","msag","Micromonospora sagamiensis","Micromonospora sagamiensis"
"6430","vma","Micromonospora maris","Micromonospora maris"
"6431","mcra","Micromonospora craniellae","Micromonospora craniellae"
"6432","ase","Actinoplanes sp. SE50/110","Actinoplanes sp. SE50/110"
"6433","ams","Actinoplanes missouriensis","Actinoplanes missouriensis"
"6434","actn","Actinoplanes sp. N902-109","Actinoplanes sp. N902-109"
"6435","afs","Actinoplanes friuliensis","Actinoplanes friuliensis"
"6436","acts","Actinoplanes sp. SE50","Actinoplanes sp. SE50"
"6437","aih","Actinoplanes ianthinogenes","Actinoplanes ianthinogenes"
"6438","plk","Plantactinospora sp. KBS50","Plantactinospora sp. KBS50"
"6439","plab","Plantactinospora sp. BC1","Plantactinospora sp. BC1"
"6440","plat","Plantactinospora sp. BB1","Plantactinospora sp. BB1"
"6441","pfla","Phytohabitans flavus","Phytohabitans flavus"
"6442","psuu","Phytohabitans suffuscus","Phytohabitans suffuscus"
"6443","ver","Verrucosispora sp. NA02020","Verrucosispora sp. NA02020"
"6444","atl","Actinocatenispora thailandica","Actinocatenispora thailandica"
"6445","aser","Actinocatenispora sera","Actinocatenispora sera"
"6446","pry","Polymorphospora rubra","Polymorphospora rubra"
"6447","cati","Catellatospora sp. IY07-71","Catellatospora sp. IY07-71"
"6448","dvc","Dactylosporangium vinaceum","Dactylosporangium vinaceum"
"6449","nhy","Natronosporangium hydrolyticum","Natronosporangium hydrolyticum"
"6450","ccaz","Couchioplanes caeruleus","Couchioplanes caeruleus"
"6451","cai","Catenulispora acidiphila","Catenulispora acidiphila"
"6452","sna","Stackebrandtia nassauensis","Stackebrandtia nassauensis"
"6453","nav","Natronoglycomyces albus","Natronoglycomyces albus"
"6454","gly","Glycomyces sp. TRM65418","Glycomyces sp. TRM65418"
"6455","ahe","Arcanobacterium haemolyticum","Arcanobacterium haemolyticum"
"6456","arca","Arcanobacterium sp. 2701","Arcanobacterium sp. 2701"
"6457","apho","Arcanobacterium phocisimile","Arcanobacterium phocisimile"
"6458","mcu","Mobiluncus curtisii","Mobiluncus curtisii"
"6459","tpy","Trueperella pyogenes TP6375","Trueperella pyogenes TP6375"
"6460","tpyo","Trueperella pyogenes TP8","Trueperella pyogenes TP8"
"6461","tbw","Trueperella bialowiezensis","Trueperella bialowiezensis"
"6462","tpec","Trueperella pecoris","Trueperella pecoris"
"6463","asg","Actinotignum schaalii","Actinotignum schaalii"
"6464","actt","Actinobaculum sp. 313","Actinobaculum sp. 313"
"6465","amy","Schaalia meyeri","Schaalia meyeri"
"6466","soo","Schaalia odontolytica","Schaalia odontolytica"
"6467","stuc","Schaalia turicensis","Schaalia turicensis"
"6468","acq","Actinomyces sp. oral taxon 414","Actinomyces sp. oral taxon 414"
"6469","aos","Actinomyces oris","Actinomyces oris"
"6470","ard","Actinomyces radicidentis","Actinomyces radicidentis"
"6471","actp","Actinomyces gaoshouyii","Actinomyces gaoshouyii"
"6472","actc","Actinomyces sp. Chiba101","Actinomyces sp. Chiba101"
"6473","acto","Actinomyces sp. oral taxon 897","Actinomyces sp. oral taxon 897"
"6474","ane","Actinomyces naeslundii","Actinomyces naeslundii"
"6475","ahw","Actinomyces howellii","Actinomyces howellii"
"6476","actz","Actinomyces sp. 432","Actinomyces sp. 432"
"6477","air","Actinomyces israelii","Actinomyces israelii"
"6478","asla","Actinomyces slackii","Actinomyces slackii"
"6479","avc","Actinomyces viscosus","Actinomyces viscosus"
"6480","awe","Actinomyces weissii","Actinomyces weissii"
"6481","amam","Actinomyces marmotae","Actinomyces marmotae"
"6482","arep","Actinomyces respiraculi","Actinomyces respiraculi"
"6483","avu","Boudabousia tangfeifanii","Boudabousia tangfeifanii"
"6484","fsl","Flaviflexus salsibiostraticola","Flaviflexus salsibiostraticola"
"6485","flh","Flaviflexus ciconiae","Flaviflexus ciconiae"
"6486","wik","Nanchangia anserum","Nanchangia anserum"
"6487","fvg","Fannyhessea vaginae","Fannyhessea vaginae"
"6488","blo","Bifidobacterium longum NCC2705","Bifidobacterium longum NCC2705"
"6489","blj","Bifidobacterium longum DJO10A","Bifidobacterium longum DJO10A"
"6490","bln","Bifidobacterium longum subsp. infantis ATCC 15697","JGI"
"6491","blon","Bifidobacterium longum subsp. infantis ATCC 15697","Tokyo"
"6492","blf","Bifidobacterium longum subsp. infantis 157F","Bifidobacterium longum subsp. infantis 157F"
"6493","bll","Bifidobacterium longum subsp. longum JDM301","Bifidobacterium longum subsp. longum JDM301"
"6494","blb","Bifidobacterium longum subsp. longum BBMN68","Bifidobacterium longum subsp. longum BBMN68"
"6495","blm","Bifidobacterium longum subsp. longum JCM 1217","Bifidobacterium longum subsp. longum JCM 1217"
"6496","blk","Bifidobacterium longum subsp. longum KACC 91563","Bifidobacterium longum subsp. longum KACC 91563"
"6497","blg","Bifidobacterium longum subsp. longum F8","Bifidobacterium longum subsp. longum F8"
"6498","blz","Bifidobacterium longum subsp. longum GT15","Bifidobacterium longum subsp. longum GT15"
"6499","blx","Bifidobacterium longum BXY01","Bifidobacterium longum BXY01"
"6500","bad","Bifidobacterium adolescentis ATCC 15703","Bifidobacterium adolescentis ATCC 15703"
"6501","badl","Bifidobacterium adolescentis 22L","Bifidobacterium adolescentis 22L"
"6502","bado","Bifidobacterium adolescentis BBMN23","Bifidobacterium adolescentis BBMN23"
"6503","bla","Bifidobacterium animalis subsp. lactis AD011","Bifidobacterium animalis subsp. lactis AD011"
"6504","blc","Bifidobacterium animalis subsp. lactis Bl-04","Bifidobacterium animalis subsp. lactis Bl-04"
"6505","blt","Bifidobacterium animalis subsp. lactis DSM 10140","Bifidobacterium animalis subsp. lactis DSM 10140"
"6506","bbb","Bifidobacterium animalis subsp. lactis BB-12","Bifidobacterium animalis subsp. lactis BB-12"
"6507","bbc","Bifidobacterium animalis subsp. lactis BLC1","Bifidobacterium animalis subsp. lactis BLC1"
"6508","bnm","Bifidobacterium animalis subsp. lactis CNCM I-2494","Bifidobacterium animalis subsp. lactis CNCM I-2494"
"6509","blv","Bifidobacterium animalis subsp. lactis V9","Bifidobacterium animalis subsp. lactis V9"
"6510","blw","Bifidobacterium animalis subsp. lactis B420","Bifidobacterium animalis subsp. lactis B420"
"6511","bls","Bifidobacterium animalis subsp. lactis Bi-07","Bifidobacterium animalis subsp. lactis Bi-07"
"6512","bani","Bifidobacterium animalis subsp. lactis Bl12","Bifidobacterium animalis subsp. lactis Bl12"
"6513","banl","Bifidobacterium animalis subsp. lactis ATCC 27673","Bifidobacterium animalis subsp. lactis ATCC 27673"
"6514","bni","Bifidobacterium animalis subsp. animalis ATCC 25527","Bifidobacterium animalis subsp. animalis ATCC 25527"
