Total protein number combining all batches: 1248
  In any 2 batche(s): 606
  In any 1 batche(s): 642
Batch-specific protein numbers:
  batch1: 311
  batch2: 331

Protein Group#	Protein Accession #	Protein Description	GN	GPCRs	TFs	epigenetic_regularos	kinases	oncogenes	batch1	PSM#	Total Peptide#	Unique Peptide#	%Coverage	sig126	sig127N	sig127C	sig128N	sig128C	sig129N	sig129C	sig130N	sig130C	sig131	batch2	PSM#	Total Peptide#	Unique Peptide#	%Coverage	sig126	sig127N	sig127C	sig128N	sig128C	sig129N	sig129C	sig130N	sig130C	sig131
SJPG0102315.001	sp|Q5VU43|MYOME_HUMAN	Myomegalin OS=Homo sapiens OX=9606 GN=PDE4DIP PE=1 SV=3	PDE4DIP	-	-	-	-	O	batch1	1	1	0	0.34	858511.89681488	1829972.31579218	1755245.35042251	1804739.82339388	909171.556504251	1712953.77985903	1826611.29246387	1653259.25100488	1753453.74622818	1574868.40528364	batch2	1	1	0	0.34	269852.510622397	982475.866460828	316111.562152	506568.712226782	328951.17782622	489624.68242477	369120.289255446	481143.655090699	694531.600970181	902112.919126346
SJPG0101271.001	sp|Q9UJU6|DBNL_HUMAN	Drebrin-like protein OS=Homo sapiens OX=9606 GN=DBNL PE=1 SV=1	DBNL	-	-	-	-	-	batch1	2	2	0	2.56	702246.240462321	309781.829714867	248281.370091353	301454.966042975	684918.704545247	238497.325731669	304354.68290201	265110.06016542	321311.873286429	193721.710706322	batch2	2	2	0	5.81	296863.027095789	212281.12348465	279464.583575267	260998.771922575	288649.290549772	263047.30624798	181058.025081611	257756.832011035	216688.900767682	179735.134671683
SJPG0100008.001	sp|P29966|MARCS_HUMAN	Myristoylated alanine-rich C-kinase substrate OS=Homo sapiens OX=9606 GN=MARCKS PE=1 SV=4	MARCKS	-	-	-	-	-	batch1	33	8	8	27.71	2246797.46722503	706498.899058263	532518.148963028	644803.213813683	2044113.43007925	782079.816620854	489740.035876233	665570.920369833	709477.906828553	735727.827615976	batch2	59	10	10	32.23	3069401.66258931	1059209.34134573	2356317.77204985	3155548.9250839	3026373.26025758	2413018.12168066	2290106.61586748	2825897.46987832	1153115.83788734	1092504.00959659
SJPG0100683.001	sp|Q8N1G4|LRC47_HUMAN	Leucine-rich repeat-containing protein 47 OS=Homo sapiens OX=9606 GN=LRRC47 PE=1 SV=1	LRRC47	-	-	-	-	-	batch1	1	1	1	4.80	95685.0848117983	95414.1749286902	79479.5357734127	80996.4292614833	102747.177794646	87066.5706164489	90075.4028035116	85122.3553406683	96606.6969000107	77313.0011094863	batch2	6	2	2	4.80	61919.4679671009	65857.2263441805	70364.784494859	65450.6679445412	64236.1235007672	72847.02764407	56073.296704588	64672.2647489482	56806.7360566191	61796.7294527198
SJPG0142249.001	cu|HNRNPA1_D42N|snp	HNRNPA1|uc001sfl.3|D42N|chr12:54675278-54675278.G_A	NA	-	-	-	-	-	batch1	2	1	1	26.23	613414.579963088	668771.749140142	592952.571218481	643517.900534259	614339.425222761	674861.878606815	537046.378342281	558212.854651395	586755.077555745	699565.379117867	batch2	1	1	1	26.23	275639.138594374	283296.96518425	231907.343376474	238675.555404015	251230.604165112	224500.751852051	241609.894499836	207605.911633922	279310.544076814	271975.265803127
SJPG0119068.003	sp|Q03181-3|PPARD_HUMAN	Isoform 3 of Peroxisome proliferator-activated receptor delta OS=Homo sapiens OX=9606 GN=PPARD	PPARD	-	-	-	-	-	batch1	1	1	1	1.99	355901.919275552	232072.088468951	177641.71536361	228808.065037103	296596.951577677	296490.298403154	220491.585668189	263790.795793178	246436.810576577	275952.564207227	batch2	2	1	1	1.99	436237.451382723	315537.04486819	312117.197510372	318066.531607462	399103.939698443	367635.232788072	413034.151747738	358891.555215741	447175.086671363	360360.994762182
SJPG0133942.001	cu|CADM1_V5L|snp	CADM1|uc001ppf.4|V5L|chr11:115375100-115375100.C_G	NA	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	1	71.43	84960.9862857507	39057.3124463502	75572.9159419018	74464.5589584764	82319.8233966137	77909.6676062302	66038.9996558008	77799.0619126793	43858.323117158	42005.2004354533
SJPG0102323.001	sp|Q15185|TEBP_HUMAN	Prostaglandin E synthase 3 OS=Homo sapiens OX=9606 GN=PTGES3 PE=1 SV=1	PTGES3	-	-	-	-	-	batch1	48	3	0	9.38	324164.794386985	399467.17760915	391123.543485236	398882.429484824	297271.359565894	385383.528013892	392505.62997551	398542.118913322	375924.195892025	384939.606483017	batch2	171	2	0	9.38	278477.563250082	336536.463933497	264858.525938179	265300.512640118	271820.185340784	267012.668389923	283581.771956173	276178.208780841	332788.660788517	335686.48702933
SJPG0101242.001	sp|P11586|C1TC_HUMAN	C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=3	MTHFD1	-	-	-	-	-	batch1	4	2	0	3.42	912738.167960482	573283.221335321	728540.285739031	509421.506876701	870008.309487045	911563.75107599	620162.780148644	563932.044735207	744324.987092652	898331.18534988	batch2	2	1	0	0.75	860719.622685533	885758.449288691	681470.386045498	765706.64648613	770530.8395634	694348.910095848	868255.884935894	713547.03473019	941991.761627467	892881.50450911
SJPG0100473.001	sp|Q15149|PLEC_HUMAN	Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3	PLEC	-	-	-	-	-	batch1	4	2	0	0.38	344167.738630874	290757.770421691	472532.306077225	281958.722348906	529462.533012068	208898.235256971	492014.104458426	256437.090704154	451279.223364974	192590.357014061	batch2	3	3	0	0.38	154649.665697624	146313.170794873	218754.859184106	201100.608740314	214191.839898506	239606.276022895	174673.88411445	247934.760771117	100918.428986708	101273.679381015
SJPG0103375.001	sp|Q8N122|RPTOR_HUMAN	Regulatory-associated protein of mTOR OS=Homo sapiens OX=9606 GN=RPTOR PE=1 SV=1	RPTOR	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	2	2	0	3.37	121220.655253476	130667.879926547	105688.468942328	93808.1804082549	116662.552691384	100434.050184664	105228.1207093	104937.800324105	110717.29020375	116591.259804973
SJPG0100017.001	sp|O00264|PGRC1_HUMAN	Membrane-associated progesterone receptor component 1 OS=Homo sapiens OX=9606 GN=PGRMC1 PE=1 SV=3	PGRMC1	-	-	-	-	-	batch1	51	3	0	10.26	216143.843174199	636603.895595096	755545.469446591	766363.47436819	470497.071710812	767002.304548014	815976.342443486	834319.367449265	765928.842836999	714054.069428107	batch2	65	3	0	10.26	181288.262909381	656283.596656785	406221.080212484	501451.061487742	230071.901995	577089.359562383	760729.13206864	564008.911964622	501179.488457376	587078.145001073
SJPG0104425.001	sp|P33240|CSTF2_HUMAN	Cleavage stimulation factor subunit 2 OS=Homo sapiens OX=9606 GN=CSTF2 PE=1 SV=1	CSTF2	-	-	-	-	-	batch1	1	1	0	6.59	122545.289634505	154067.922994528	151211.00788833	139620.231721658	149671.635712588	186687.288883591	143773.483341714	150713.780421399	173315.473767749	185634.477781222	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0101125.001	sp|Q9NYB0|TE2IP_HUMAN	Telomeric repeat-binding factor 2-interacting protein 1 OS=Homo sapiens OX=9606 GN=TERF2IP PE=1 SV=1	TERF2IP	-	-	-	-	-	batch1	5	3	0	3.51	416560.148238838	422682.819532627	378370.407664689	393384.008846188	313025.708575094	457113.886185895	352539.587151319	428480.191635516	377388.697416366	442570.656097646	batch2	3	3	0	3.51	246849.23279717	226946.082349132	192994.595351308	181789.805949659	211438.079404515	163828.246742675	253926.668515734	175535.142010532	271646.862577882	258977.830674067
SJPG0106312.001	sp|Q7Z3K3|POGZ_HUMAN	Pogo transposable element with ZNF domain OS=Homo sapiens OX=9606 GN=POGZ PE=1 SV=2	POGZ	-	-	O	-	-	batch1	5	1	0	1.35	506604.051452322	520568.612549847	493561.063632178	574863.70821463	466751.317100025	484696.8398875	485279.449328384	548327.425665433	482489.287764472	480254.51916396	batch2	7	1	0	1.35	317611.99927596	287699.354551241	283634.940942782	319813.533183736	288168.442151428	295445.141077739	347341.740415448	320382.588388389	296351.295273487	295039.918522432
SJPG0107866.001	sp|Q8NB90|AFG2H_HUMAN	ATPase family protein 2 homolog OS=Homo sapiens OX=9606 GN=SPATA5 PE=1 SV=3	SPATA5	-	-	-	-	-	batch1	2	1	0	2.02	1671868.28908123	1520709.92617013	1624106.46493337	1609263.54904885	1905470.21082574	1835472.11191318	1507160.57371879	1610830.53413144	1454805.82295137	1844226.55812467	batch2	3	1	0	2.02	881252.145173079	1046108.81797684	833811.694999621	1028382.35276509	1140483.75925821	1111147.27653588	1057811.68606098	1088460.8331546	1122558.52370594	1100859.29388142
SJPG0105837.001	sp|Q96AN5|TM143_HUMAN	Transmembrane protein 143 OS=Homo sapiens OX=9606 GN=TMEM143 PE=1 SV=1	TMEM143	-	-	-	-	-	batch1	1	1	0	2.40	178704.614421092	219302.023281536	216881.016573297	192811.654973893	148385.59841309	147839.825599119	229224.586612304	191726.490585903	220485.793428194	148262.79077143	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0102596.001	sp|P55209|NP1L1_HUMAN	Nucleosome assembly protein 1-like 1 OS=Homo sapiens OX=9606 GN=NAP1L1 PE=1 SV=1	NAP1L1	-	-	O	-	-	batch1	2	1	0	4.60	133118.578331194	206636.217071585	180062.392002767	214143.317322416	122639.576796599	237757.959037396	229158.817031503	225443.657620026	172415.521522892	233132.30772986	batch2	2	1	0	4.60	89360.5526165528	101210.455780022	76052.4032630733	72259.419278402	93222.9426439113	62220.580356404	82274.6779227314	92804.8957764331	113920.736464764	106178.743282426
SJPG0101228.001	sp|Q9P035|HACD3_HUMAN	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Homo sapiens OX=9606 GN=HACD3 PE=1 SV=2	HACD3	-	-	-	-	-	batch1	1	1	0	3.31	167594.901840034	107952.361512004	118441.199051153	118619.485406019	152202.218021982	116212.445131591	120167.414281357	101568.30165953	133861.895134352	121932.248244865	batch2	6	1	0	3.31	175528.909118603	172681.392555195	166586.050019511	145517.932581463	156319.277796425	168685.382685767	140585.173346864	153663.115202192	151269.484271877	155105.719276106
SJPG0106671.001	sp|Q9Y6M7|S4A7_HUMAN	Sodium bicarbonate cotransporter 3 OS=Homo sapiens OX=9606 GN=SLC4A7 PE=1 SV=2	SLC4A7	-	-	-	-	-	batch1	1	1	0	0.82	256328.081337285	318488.625783036	306832.129513364	265241.324013407	199068.486079341	245191.468361512	330413.986819133	243654.264081543	309384.011315887	294429.141222747	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0104707.001	sp|Q69YQ0|CYTSA_HUMAN	Cytospin-A OS=Homo sapiens OX=9606 GN=SPECC1L PE=1 SV=2	SPECC1L	-	-	-	-	-	batch1	5	3	0	2.60	338796.986868598	318117.612202468	263686.3368874	314202.256248941	389243.111399779	414331.306299814	286381.185709945	301592.013895882	272587.119396297	375671.400303927	batch2	3	3	0	1.61	337774.231933375	297306.57272685	320851.158094336	361495.250118615	361665.424554676	320452.714130853	263001.549452307	366531.589354551	339938.789517667	336693.520123471
SJPG0108654.001	sp|Q9P1Y6|PHRF1_HUMAN	PHD and RING finger domain-containing protein 1 OS=Homo sapiens OX=9606 GN=PHRF1 PE=1 SV=3	PHRF1	-	-	-	-	-	batch1	2	2	0	1.09	167452.738842847	151999.729458246	135559.690289607	160140.00698649	177934.818951811	125971.960988408	135161.305738102	155219.408384185	140190.579126423	134671.435676683	batch2	4	2	0	1.52	76361.0562163315	66300.0121749732	83951.1105638772	66298.2982449842	69107.5586418507	66746.6066337785	69216.3332707808	69837.8851803418	58032.8066529505	58525.8100444922
SJPG0104048.001	sp|Q86TB9|PATL1_HUMAN	Protein PAT1 homolog 1 OS=Homo sapiens OX=9606 GN=PATL1 PE=1 SV=2	PATL1	-	-	-	-	-	batch1	1	1	0	1.56	177173.611021588	253097.844167529	212239.296428465	229845.432144415	152253.663987523	229356.093081577	211082.209961924	221167.850789429	209473.887138237	219547.604576799	batch2	3	2	0	1.56	147531.279725583	223558.678949656	144165.219263492	135190.897534047	136198.589598946	121216.609482516	149606.243921003	147415.334459461	210904.281260017	211016.139100108
SJPG0104712.001	sp|Q8WUM0|NU133_HUMAN	Nuclear pore complex protein Nup133 OS=Homo sapiens OX=9606 GN=NUP133 PE=1 SV=2	NUP133	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	1	0.61	500974.434887028	259302.626908854	279482.957992494	379108.256507163	353326.152000803	290676.323191691	257964.664364927	301662.273695538	249609.549924202	210952.621709669
SJPG0109532.001	sp|Q9BVJ6|UT14A_HUMAN	U3 small nucleolar RNA-associated protein 14 homolog A OS=Homo sapiens OX=9606 GN=UTP14A PE=1 SV=1	UTP14A	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	0	4.80	36114.0496589653	34903.7773163854	25642.6463111082	32262.6480479108	36490.6199734173	23200.2703329197	29396.244891297	15229.3855310038	38112.7004709963	35831.4128957525
SJPG0115577.001	sp|A2RU49|HYKK_HUMAN	Hydroxylysine kinase OS=Homo sapiens OX=9606 GN=HYKK PE=1 SV=2	HYKK	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	1	2.68	956524.259363077	1131856.76964768	1025955.34091869	1060619.85504943	916826.722543085	1095899.7427845	965542.841506594	1123025.96443259	1033848.09228979	1036964.18786711
SJPG0159524.002	cu|TOR1AIP1_M146T|snp	TOR1AIP1|uc001gnq.4|M146T|chr1:179852074-179852074.T_C	NA	-	-	-	-	-	batch1	2	1	1	31.15	217168.924421824	133377.211524964	152443.89735818	118904.52037814	176003.693980039	88742.3162810114	155429.770109188	146628.837578401	147678.991616069	88081.1732781672	batch2	3	3	3	31.15	249147.301747904	197636.345098416	191670.597751964	201052.403591644	205648.446590331	182051.39905113	181871.929369853	180954.834500718	219505.030274051	181581.961222994
SJPG0102426.001	sp|Q9Y2D5|AKAP2_HUMAN	A-kinase anchor protein 2 OS=Homo sapiens OX=9606 GN=AKAP2 PE=1 SV=3	AKAP2	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	2	1	0	3.49	113310.925844071	64374.8091937347	156724.368679651	128510.698932403	132184.884847398	159611.252528167	70507.4893271477	143712.658761256	70801.2245462949	64042.9879498726
SJPG0111568.001	sp|A2AJT9|BCLA3_HUMAN	BCLAF1 and THRAP3 family member 3 OS=Homo sapiens OX=9606 GN=BCLAF3 PE=1 SV=1	BCLAF3	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	0	1.55	87683.8871169398	69326.4973097683	105072.352428563	53488.3502891048	50509.8136440765	64214.8128686519	54779.8471906238	63102.5843876687	43161.5508000202	63746.5036319016
SJPG0105442.001	sp|Q9Y606|TRUA_HUMAN	tRNA pseudouridine synthase A OS=Homo sapiens OX=9606 GN=PUS1 PE=1 SV=3	PUS1	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	2	2	0	2.34	163122.852372019	111357.506546841	196845.949553655	201798.106295148	158454.289774951	214529.286260373	200845.995283342	195406.385607707	109206.741252031	105937.441524922
SJPG0100898.001	sp|P05060|SCG1_HUMAN	Secretogranin-1 OS=Homo sapiens OX=9606 GN=CHGB PE=1 SV=2	CHGB	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	1	1.92	542375.892724509	70543.6471690226	606387.058043709	262318.615554352	537975.984972835	249491.84551344	486933.296358611	253902.350499128	30902.8642932956	51384.2209792161
SJPG0100648.001	sp|Q86UE4|LYRIC_HUMAN	Protein LYRIC OS=Homo sapiens OX=9606 GN=MTDH PE=1 SV=2	MTDH	-	-	-	-	-	batch1	2	1	0	2.75	260937.710906721	339711.673048546	387452.142001301	433214.004186836	287184.800342695	344661.293984345	445026.673366432	461627.666186015	340027.505761113	349482.048762664	batch2	7	1	0	2.75	446373.213188305	489130.909493733	585749.607525039	618790.881912125	562174.598869674	643309.758661487	671189.741545691	755587.086628793	628995.87237022	455161.119710955
SJPG0102077.001	sp|P17812|PYRG1_HUMAN	CTP synthase 1 OS=Homo sapiens OX=9606 GN=CTPS1 PE=1 SV=2	CTPS1	-	-	-	-	-	batch1	8	2	0	2.37	501818.319273681	759883.243724111	832580.902999958	803045.635946494	468439.958989064	976326.576019778	732693.898689815	726892.789033427	771839.416611804	842718.413429333	batch2	11	2	0	2.37	287115.698848415	510385.532539009	247521.611293582	282710.552821188	299787.384996164	243956.346885895	284858.843794379	304426.617805027	591777.359441451	586537.467876486
SJPG0100339.001	sp|O15173|PGRC2_HUMAN	Membrane-associated progesterone receptor component 2 OS=Homo sapiens OX=9606 GN=PGRMC2 PE=1 SV=1	PGRMC2	-	-	-	-	-	batch1	17	2	0	8.07	532822.720174801	380973.230090152	441230.314388046	435802.425597436	550740.965253863	475442.234650235	454239.953053095	484404.853051882	456937.468880293	501842.523453125	batch2	24	2	0	8.07	449927.085364046	300179.91019636	600759.066597614	428457.067785031	455401.691832222	462803.741363101	432482.098882426	423377.35312139	390579.373043047	317430.169127883
SJPG0104154.001	sp|Q02880|TOP2B_HUMAN	DNA topoisomerase 2-beta OS=Homo sapiens OX=9606 GN=TOP2B PE=1 SV=3	TOP2B	-	-	-	-	-	batch1	3	3	0	2.95	126637.095131421	113395.555582006	85575.7511843642	120773.876950558	218740.83311243	85949.5358966523	85468.830524851	96448.9596609183	92173.3739849193	91674.2399280131	batch2	3	2	0	1.91	199743.117905458	146907.681978825	191428.501545741	168967.903608567	165561.695432916	166463.611865509	148877.954216334	152901.22684356	121783.367857579	133789.471483983
SJPG0103920.001	sp|Q92665|RT31_HUMAN	28S ribosomal protein S31, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS31 PE=1 SV=3	MRPS31	-	-	-	-	-	batch1	2	1	1	1.77	213372.84674684	172670.633674501	173404.357226405	151259.134906156	187505.557967534	155376.157319254	159770.729569153	161217.804986819	180767.386855154	157670.793682943	batch2	3	1	1	1.77	440303.198485225	322883.580786242	371240.066652225	329551.684640263	350716.596929492	395863.819786888	327703.187469393	365779.015825609	298967.163124956	307293.220760153
SJPG0106575.004	tr|A0A0G2JJV3|A0A0G2JJV3_HUMAN	HLA class II histocompatibility antigen, DP beta 1 chain OS=Homo sapiens OX=9606 GN=HLA-DPB1 PE=1 SV=1	HLA-DPB1	-	-	-	-	-	batch1	1	1	0	3.07	1247693.20801394	811331.648202635	797369.306258542	729381.369270607	1396706.74218072	1181141.40676891	713007.82878015	683924.363434296	880779.646809381	1119774.82695199	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0107208.001	sp|Q8NDT2|RB15B_HUMAN	Putative RNA-binding protein 15B OS=Homo sapiens OX=9606 GN=RBM15B PE=1 SV=3	RBM15B	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	0	1.35	72494.4916932927	89519.5232943898	79875.0892457355	60872.8362605214	60046.1290073315	63233.4379617057	73570.0036125691	67666.1055221859	69653.478574715	76026.4472027184
SJPG0104865.001	sp|Q9Y4P8|WIPI2_HUMAN	WD repeat domain phosphoinositide-interacting protein 2 OS=Homo sapiens OX=9606 GN=WIPI2 PE=1 SV=1	WIPI2	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	0	2.20	381316.881773295	238624.101753611	333898.529078435	302284.831478873	321561.185037361	317061.400173515	269664.290250374	297519.378712854	223351.997313753	254820.954624407
SJPG0101703.001	sp|Q15942|ZYX_HUMAN	Zyxin OS=Homo sapiens OX=9606 GN=ZYX PE=1 SV=1	ZYX	-	-	-	-	-	batch1	2	2	0	3.15	584303.505935297	588059.19314977	493152.091027726	565424.300500523	810450.215639671	600936.311094272	523250.397710654	648084.347988271	529592.347587074	594198.083677599	batch2	4	3	0	6.12	427467.237794636	358621.194934718	570163.973795559	679420.238204107	502623.144705345	686528.886693772	338643.185531084	744704.427519292	408325.498020911	354292.327037275
SJPG0104625.001	sp|Q96AY4|TTC28_HUMAN	Tetratricopeptide repeat protein 28 OS=Homo sapiens OX=9606 GN=TTC28 PE=1 SV=4	TTC28	-	-	-	-	-	batch1	1	1	1	0.44	143331.799373448	117591.562796976	130717.13801349	90902.9224205702	109774.752607221	115699.744235855	104864.415625911	94250.1481444146	110704.335538397	127863.847558077	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0119951.001	sp|Q5FBB7|SGO1_HUMAN	Shugoshin 1 OS=Homo sapiens OX=9606 GN=SGO1 PE=1 SV=1	SGO1	-	-	-	-	-	batch1	1	1	0	1.78	635624.572509272	452092.210100934	188915.59191564	220722.285803367	405597.755552836	300696.056044462	176236.424305545	145401.036998428	304159.564389976	295649.41295526	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0103306.001	sp|O75962|TRIO_HUMAN	Triple functional domain protein OS=Homo sapiens OX=9606 GN=TRIO PE=1 SV=2	TRIO	-	-	-	O	-	batch1	1	1	0	0.32	133439.624151883	117399.025361326	121703.172479092	131916.645599795	127354.935055705	143608.855200778	131624.199987082	105432.233335302	126312.997370111	139488.340358667	batch2	2	2	0	0.65	224964.038314058	49099.8387001111	182984.363546379	177990.542840091	189285.822585714	197579.668131986	132649.709520726	183956.171144808	54166.4523544694	46960.0514472721
SJPG0107004.001	sp|Q5SRE5|NU188_HUMAN	Nucleoporin NUP188 homolog OS=Homo sapiens OX=9606 GN=NUP188 PE=1 SV=1	NUP188	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	0	0.97	143175.134354228	161396.88485563	149745.977438556	125581.242262265	133570.51603427	142089.567039028	123512.610353007	127453.352765145	167870.345976137	148003.67785931
SJPG0163414.002	cu|ADAMTS1_28217641_66aa|ribo		NA	-	-	-	-	-	batch1	1	1	1	19.70	225165.0764661	151986.355413388	193118.778615593	182500.192139946	247868.339567693	298107.546321123	134445.213620742	178374.840006512	163963.200889171	301808.751379641	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0100070.001	sp|P11142|HSP7C_HUMAN	Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1	HSPA8	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	0	3.56	45477.6457680791	186598.778599419	52774.8630803531	33059.323056259	41916.1400199286	45884.9884824	48434.7130379152	30083.9876355279	171276.432067477	255435.258254896
SJPG0104030.001	sp|Q01581|HMCS1_HUMAN	Hydroxymethylglutaryl-CoA synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=HMGCS1 PE=1 SV=2	HMGCS1	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	2	1	1	5.77	158846.029202092	93840.3958884734	53948.2023833074	61017.4102619702	77561.5518080629	51876.6254171664	147904.937199346	59945.1621202695	94104.9373912296	100666.913183128
SJPG0103486.001	sp|O94885|SASH1_HUMAN	SAM and SH3 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SASH1 PE=1 SV=3	SASH1	-	-	-	-	-	batch1	1	1	1	1.68	141583.003609756	168984.083089027	156969.294733231	175972.40136378	169958.345672625	120920.382789761	202836.434791223	181253.040687894	176506.616698343	125183.879138414	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0117746.001	sp|Q96BF6|NACC2_HUMAN	Nucleus accumbens-associated protein 2 OS=Homo sapiens OX=9606 GN=NACC2 PE=1 SV=1	NACC2	-	-	-	-	-	batch1	1	1	1	2.21	111028.234026343	227583.475912671	229946.685427403	233603.217227248	127598.073162417	255627.028502607	214770.664396987	231402.158463641	253779.37006661	284517.12788199	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SJPG0103021.001	sp|Q5SGD2|PPM1L_HUMAN	Protein phosphatase 1L OS=Homo sapiens OX=9606 GN=PPM1L PE=1 SV=1	PPM1L	-	-	-	-	-	batch1	1	1	0	2.22	1556689.31102096	1755603.05951829	2125669.22576973	1489761.12401759	1340649.42870113	1892381.3510566	1776812.90567057	1384200.69093474	2026533.38512714	1988754.37353805	batch2	1	1	0	2.22	483590.134377178	973976.364910598	431175.242920366	400563.90473628	472213.080660342	443132.345180238	432114.309640551	416811.759911613	833540.305032664	1053413.02330642
SJPG0101841.001	sp|O75970|MPDZ_HUMAN	Multiple PDZ domain protein OS=Homo sapiens OX=9606 GN=MPDZ PE=1 SV=2	MPDZ	-	-	-	-	-	NA	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	batch2	1	1	0	1.64	78413.8076105477	53063.9838989465	74476.4199387295	75294.8962911179	69031.929210946	76390.2405055716	70783.2385116758	71035.1993710877	44075.2575925971	49656.0334008826
